Dışa Aktarım Tarihi:,03.05.2026 16:27:32
Toplam Kayıt Sayısı:,2000

Fon Kodu,Fon Adı,Tarih,Fiyat
SHE,TEB PORTFÖY ÖNCE KADIN DEĞİŞKEN FON,30.04.2026,"3,678536"
SHI,PARDUS PORTFÖY SEKİZİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,667555"
SHU,SPARTA PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,373113"
SIS,SPARTA PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,550172"
SJP,STRATEJİ PORTFÖY KAR PAYI ÖDEYEN İKİNCİ SERBEST (DÖVİZ) FON,30.04.2026,"58,001148"
SKL,TEB PORTFÖY ŞEKERBANK PARA PİYASASI (TL) FONU,30.04.2026,"1,804453"
SKO,STRATEJİ PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,681247"
SKS,İŞ PORTFÖY ASKA SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"47,077845"
SKT,FİBA PORTFÖY ŞEKERBANK KISA VADELİ BORÇLANMA ARAÇLARI FONU,30.04.2026,"0,104345"
SKZ,NEO PORTFÖY SEKİZİNCİ SERBEST FON,30.04.2026,"0,918512"
SLF,ROTA PORTFÖY ŞEKERBANK PARA PİYASASI (TL) FONU,30.04.2026,"10,038658"
SLG,QNB PORTFÖY ALGORİTMİK STRATEJİLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,321359"
SLR,QNB PORTFÖY SOLARİS SERBEST ÖZEL FON,30.04.2026,"0,312529"
SLS,ALLBATROSS PORTFÖY SELEN SERBEST FON,30.04.2026,"0,930675"
SMP,İŞ PORTFÖY SOMPO SİGORTA KAR PAYI ÖDEYEN SERBEST (TL) ÖZEL FON,30.04.2026,"1,032249"
SNY,ATLAS PORTFÖY SANAYİ SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"2,762227"
SOS,HEDEF PORTFÖY SAĞLIK SEKTÖRÜ DEĞİŞKEN FON,30.04.2026,"1,320383"
SPA,AZIMUT PORTFÖY 6.0 SERBEST (DÖVIZ) FON,30.04.2026,"63,16914"
SPD,AZIMUT PORTFÖY BEG SERBEST (DÖVIZ) ÖZEL FON,30.04.2026,"76,214395"
SPE,AZIMUT PORTFÖY 5.0 SERBEST (DÖVIZ) FON,30.04.2026,"99,618829"
SPN,AZİMUT PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"9,055209"
SPP,SPARTA PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU,30.04.2026,"1,40482"
SPR,BV PORTFÖY SPOR ENDÜSTRİSİ DEĞİŞKEN FON,30.04.2026,"1,21886"
SPT,AKTİF PORTFÖY KATILIM FON SEPETİ FONU,30.04.2026,"1,971547"
SRA,AZİMUT PORTFÖY ASERVA SERBEST ÖZEL FON,30.04.2026,"19,725425"
SRE,AZİMUT PORTFÖY SİRİUS SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"59,378282"
SRL,PARDUS PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,446894"
SRO,AZİMUT PORTFÖY SKY HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"24,4161"
SSD,İŞ PORTFÖY SET SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"51,578811"
SSE,ATLAS PORTFÖY İKİNCİ SERBEST FON,30.04.2026,"0,003564"
SSF,INVEO PORTFÖY SEKİZİNCİ SERBEST FON,30.04.2026,"0,986227"
SSK,DENİZ PORTFÖY SAĞLIK SEKTÖRÜ DEĞİŞKEN FON,30.04.2026,"1,463494"
SSN,DENİZ PORTFÖY 880 SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"54,871877"
SSO,AK PORTFÖY AK SANDIK SERBEST ÖZEL FON,30.04.2026,"13,155089"
SSS,YAPI KREDİ PORTFÖY SAVUNMA SANAYİİ ŞİRKETLERİ ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,441119"
SST,STRATEJİ PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON,30.04.2026,"1,471708"
ST1,STRATEJİ PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"194,458675"
STI,ATLAS PORTFÖY SENTİMENT SERBEST FON,30.04.2026,"1,234403"
STM,ALLBATROSS PORTFÖY ALGORİTMİK STRATEJİLER SERBEST FON,30.04.2026,"4,728258"
STS,STRATEJİ PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,30.04.2026,"80,221032"
STZ,STRATEJİ PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"24,446913"
SUA,ÜNLÜ PORTFÖY BİRİNCİ DEĞİŞKEN FON,30.04.2026,"0,535079"
SUB,ÜNLÜ PORTFÖY İKİNCİ DEĞİŞKEN FON,30.04.2026,"0,388783"
SUC,ÜNLÜ PORTFÖY ÜÇÜNCÜ DEĞIŞKEN FON,30.04.2026,"20,323381"
SUR,EMAA BLUE PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,185521"
SVB,STRATEJİ PORTFÖY AGRESİF DEĞİŞKEN FON,30.04.2026,"9,085072"
SVS,AZİMUT PORTFÖY SVS SERBEST ÖZEL FON,30.04.2026,"2,533915"
SVY,DENİZ PORTFÖY TTSVY HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,672535"
SYF,AZİMUT PORTFÖY KLM HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"267,367635"
SYL,AZİMUT PORTFÖY SYH SERBEST ÖZEL FON,30.04.2026,"4056,624591"
SYR,AZİMUT PORTFÖY 25.0 SERBEST (DÖVİZ) FON,30.04.2026,"48,247696"
SYS,YAPI KREDİ PORTFÖY ŞUBAT 2028 KAR PAYI ÖDEYEN SERBEST (DÖVİZ) FON,30.04.2026,"45,886546"
T3B,TERA PORTFÖY ÜÇÜNCÜ  HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN),30.04.2026,"0,134473"
TAL,ATLAS PORTFÖY ALTIN KATILIM FONU,30.04.2026,"2,757347"
TAO,TEB PORTFÖY ALARKO GRUBU DEĞİŞKEN ÖZEL FON,30.04.2026,"19,324005"
TAR,AK PORTFÖY TARIM VE GIDA TEKNOLOJİLERİ DEĞİŞKEN FON,30.04.2026,"2,24365"
TAU,İŞ PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"0,659209"
TAZ,AZİMUT PORTFÖY TAF SERBEST ÖZEL FON,30.04.2026,"2,345192"
TB9,TEB PORTFÖY DOKUZUNCU SERBEST (DÖVİZ) FON,30.04.2026,"49,701394"
TBP,İŞ PORTFÖY PRİVİA BANKACILIK FON SEPETİ ÖZEL FONU,30.04.2026,"0,259529"
TBT,TEB PORTFÖY BORÇLANMA ARAÇLARI FONU,30.04.2026,"49,406781"
TBV,İŞ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) FONU,30.04.2026,"0,366187"
TCA,ZİRAAT PORTFÖY ALTIN KATILIM FONU,30.04.2026,"0,795953"
TCB,TACİRLER PORTFÖY PARA PİYASASI FONU,30.04.2026,"0,208052"
TCC,TACİRLER PORTFÖY SERBEST ( DÖVİZ ) FON,30.04.2026,"0,076386"
TCD,TACİRLER PORTFÖY DEĞIŞKEN FON,30.04.2026,"45,410537"
TCF,TEB PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,30.04.2026,"4,070024"
TCG,TEB PORTFÖY CEMAY SERBEST ÖZEL FON,30.04.2026,"1,319886"
TCH,TACİRLER PORTFÖY TAÇ SERBEST FON,30.04.2026,"2,047769"
TCI,TACİRLER PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON,30.04.2026,"10,23641"
TCS,TACİRLER PORTFÖY SİRİUS HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"41,103991"
TDG,İŞ PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU,30.04.2026,"0,497698"
TDP,TEB PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON,30.04.2026,"55,782191"
TE3,TEB PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON,30.04.2026,"38,158678"
TE4,TEB PORTFÖY BİRİNCİ DEĞİŞKEN FON,30.04.2026,"5,846511"
TEJ,AZİMUT PORTFÖY TEKNOLOJİ FON SEPETİ FONU,30.04.2026,"2,251675"
TFE,AKTİF PORTFÖY TÜRKİYE FİNANS ALA BANKACILIK KATILIM ÖZEL FONU,30.04.2026,"2,527187"
TFF,TEB PORTFÖY AMERİKA TEKNOLOJİ YABANCI BYF FON SEPETİ FONU,30.04.2026,"35,555331"
TFU,İŞ PORTFÖY TÜFEYE ENDEKSLİ BORÇLANMA ARAÇLARI (TL) FONU,30.04.2026,"1,169874"
TGA,GARANTİ PORTFÖY AGRESİF DEĞİŞKEN FON,30.04.2026,"0,455777"
TGE,İŞ PORTFÖY EMTİA YABANCI BYF FON SEPETİ FONU,30.04.2026,"0,281453"
TGN,TEB PORTFÖY ING BANK PARA PİYASASI SERBEST (TL) ÖZEL FON,30.04.2026,"1,284354"
TGR,AK PORTFÖY TURİZM VE SEYAHAT SEKTÖRÜ DEĞİŞKEN FON,30.04.2026,"6,269277"
TGT,GARANTİ PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI FONU,30.04.2026,"0,107077"
TGV,TACİRLER PORTFÖY KG SERBEST ÖZEL FON,30.04.2026,"17,025031"
TGZ,TACİRLER PORTFÖY SPİCA SERBEST (TL) FON,30.04.2026,"5,468642"
THD,TRIVE PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"2,717428"
THF,TERA PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"2,123635"
THG,TACİRLER PORTFÖY ODEABANK SERBEST ÖZEL FON,30.04.2026,"6,37588"
THH,DENİZ PORTFÖY CCO HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"154,37391"
THO,AZİMUT PORTFÖY 20.0 SERBEST (DÖVİZ) FON,30.04.2026,"46,984334"
THS,AZİMUT PORTFÖY AEB SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"59,089097"
THT,TRİVE PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"0,221404"
THV,ATA PORTFÖY BARBAROS HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"77,390725"
TI1,İŞ PORTFÖY PARA PİYASASI (TL) FONU,30.04.2026,"1479,455524"
TI2,İŞ PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"0,129995"
TI3,İŞ PORTFÖY İŞ BANKASI İŞTİRAKLERİ ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"0,120601"
TI4,İŞ PORTFÖY TEMKİNLİ DEĞİŞKEN FON,30.04.2026,"0,059674"
TI6,İŞ PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU,30.04.2026,"0,04914"
TI7,İŞ PORTFÖY DENGELİ DEĞİŞKEN FON,30.04.2026,"72,595089"
TIE,İŞ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"0,755999"
TIL,İŞ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,36529"
TIP,TEB PORTFÖY ING BANK ÖZEL BANKACILIK VE PLATİNUM SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"46,690936"
TIV,İŞ PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,30.04.2026,"47,414812"
TJB,TACİRLER PORTFÖY BDR SERBEST ÖZEL FON,30.04.2026,"9,37017"
TJF,TEB PORTFÖY SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,30.04.2026,"5,14397"
TJI,TEB PORTFÖY İKİNCİ FON SEPETİ FONU,30.04.2026,"6,072489"
TJL,AZİMUT PORTFÖY TAYD SERBEST ÖZEL FON,30.04.2026,"20,432599"
TJT,TEB PORTFÖY ALTINCI SERBEST (DÖVİZ-AVRO) FON,30.04.2026,"63,531252"
TKF,TACİRLER PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"64,239675"
TKH,AZIMUT PORTFÖY TKS SERBEST (TL) ÖZEL FON,30.04.2026,"2,304475"
TKK,İŞ PORTFÖY KUMBARA HESABI FON SEPETİ ÖZEL FON,30.04.2026,"1,69219"
TKM,TEB PORTFÖY PARA PİYASASI (TL) FONU,30.04.2026,"0,191049"
TLE,AURA PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU,30.04.2026,"26,498949"
TLH,AURA PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"30,319613"
TLK,AKTİF PORTFÖY PARA PİYASASI KATILIM (TL) FONU,30.04.2026,"1,570262"
TLT,TEB PORTFÖY YAHŞİ SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"65,66954"
TLU,TEB PORTFÖY ONİKİNCİ SERBEST (DÖVİZ) FON,30.04.2026,"49,828737"
TLV,TERA PORTFÖY PARA PİYASASI KATILIM (TL) FONU,30.04.2026,"1,20794"
TLY,TERA PORTFÖY BİRİNCİ SERBEST FON,30.04.2026,"5223,812438"
TLZ,ATA PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"17,695678"
TMC,İŞ PORTFÖY TEMA DEĞİŞKEN FON,30.04.2026,"0,148513"
TMG,İŞ PORTFÖY YABANCI HİSSE SENEDİ FONU,30.04.2026,"1,257272"
TMH,ALLBATROSS PORTFÖY ATMACA HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"0,00"
TMM,TERA PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON,30.04.2026,"65,453097"
TMR,TEB PORTFÖY MAKRO SERBEST ÖZEL FON,30.04.2026,"7,020255"
TMS,TACİRLER PORTFÖY MARATON SERBEST FON,30.04.2026,"1,82165"
TMU,AZİMUT PORTFÖY TEMKİNLİ FON SEPETİ FONU,30.04.2026,"1,295607"
TMV,TERA PORTFÖY ALGORİTMİK STRATEJİLER SERBEST FON,30.04.2026,"5,087298"
TMZ,İŞ PORTFÖY SÜRDÜRÜLEBİLİRLİK VE TARIM FON SEPETİ FONU,30.04.2026,"1,845437"
TNA,TEB PORTFÖY ONBEŞİNCİ SERBEST ÖZEL FON,30.04.2026,"1,564241"
TNB,TEB PORTFÖY ING BANK KAR PAYI ÖDEYEN SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"47,292672"
TND,İŞ PORTFÖY TTF TENİSE DESTEK DEĞİŞKEN FON,30.04.2026,"1,335605"
TNF,TEB PORTFÖY ONUNCU SERBEST (TL) ÖZEL FON,30.04.2026,"3,761561"
TNH,TACİRLER PORTFÖY REAL CAPİTAL SERBEST ÖZEL FON,30.04.2026,"12,273126"
TNI,TEB PORTFÖY ING BANK ÖZEL BANKACILIK VE PLATİNUM DEĞİŞKEN ÖZEL FON,30.04.2026,"10,092447"
TNK,TEB PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,30.04.2026,"30,135241"
TNS,TACİRLER PORTFÖY NAR SERBEST FON,30.04.2026,"11,484004"
TO8,TEB PORTFÖY ONSEKİZİNCİ SERBEST (DÖVİZ-AVRO) FON,30.04.2026,"53,257739"
TOK,TEB PORTFÖY ONBİRİNCİ SERBEST (DÖVİZ - AVRO) FON,30.04.2026,"55,814466"
TOT,TEB PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,30.04.2026,"848,250175"
TP1,TEB PORTFÖY UYUM SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"63,169596"
TP2,TERA PORTFÖY PARA PİYASASI (TL) FONU,30.04.2026,"1,877419"
TPC,TEB PORTFÖY BİRİNCİ FON SEPETİ FONU,30.04.2026,"13,181384"
TPE,İŞ PORTFÖY PY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) ÖZEL FONU,30.04.2026,"0,507578"
TPF,TACİRLER PORTFÖY BORÇLANMA ARAÇLARI FONU,30.04.2026,"9,873582"
TPJ,TEB PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,30.04.2026,"72,24748"
TPL,TEB PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU,30.04.2026,"19,625581"
TPO,İŞ PORTFÖY PY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) ÖZEL FONU,30.04.2026,"0,164453"
TPP,TEB PORTFÖY PUSULA SERBEST FON,30.04.2026,"68,185828"
TPR,İŞ PORTFÖY PY HİSSE SENEDİ (TL) ÖZEL FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"0,49375"
TPV,AURA PORTFÖY İKİNCİ DEĞİŞKEN FON,30.04.2026,"10,148074"
TPZ,TEB PORTFÖY KİRA SERTİFİKALARI (DÖVİZ) KATILIM FONU,30.04.2026,"26,317844"
TRJ,TERA PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU,30.04.2026,"1,875572"
TRN,AZİMUT PORTFÖY CO HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,346778"
TRO,TRIVE PORTFÖY ALTIN FONU,30.04.2026,"2,480901"
TRR,TEB PORTFÖY BEŞİNCİ SERBEST (TL) FONU,30.04.2026,"5,711781"
TRU,TERA PORTFÖY KATILIM SERBEST (DÖVİZ) FON,30.04.2026,"1,403757"
TSI,İŞ PORTFÖY MAKSİMUM HESAP KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,30.04.2026,"0,184935"
TSP,AZİMUT PORTFÖY TESA SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"65,192835"
TTA,İŞ PORTFÖY ALTIN FONU,30.04.2026,"0,616133"
TTE,İŞ PORTFÖY BIST TEKNOLOJİ AĞIRLIK SINIRLAMALI ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,499339"
TTL,TACİRLER PORTFÖY KARTOPU SERBEST FON,30.04.2026,"35,671776"
TTP,TEB PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,30.04.2026,"47,937362"
TTS,TEB PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"64,817762"
TTV,TACİRLER PORTFÖY VEGA SERBEST (TL)  FON,30.04.2026,"7,874052"
TTZ,DENİZ PORTFÖY EGE SERBEST ÖZEL FON,30.04.2026,"3,52845"
TUA,TEB PORTFÖY ALTIN FONU,30.04.2026,"1,439271"
TVE,EMAA BLUE PORTFÖY TARIM VE GIDA SEKTÖRÜ KATILIM FONU,30.04.2026,"1,158014"
TVN,TRIVE PORTFÖY BİRİNCİ FON SEPETİ FONU,30.04.2026,"2,484089"
TYH,TEB PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"2,079048"
TZC,ZİRAAT PORTFÖY BÜYÜYEN ÇOCUKLARA YÖNELİK DEĞİŞKEN ÖZEL FON,30.04.2026,"0,297866"
TZD,ZİRAAT PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"2,373259"
TZH,ZİRAAT PORTFÖY TZH SERBEST ÖZEL FON,30.04.2026,"7,75294"
TZL,ZİRAAT PORTFÖY PARA PİYASASI (TL) FONU,30.04.2026,"0,122463"
TZP,TACİRLER PORTFÖY RİGEL SERBEST ÖZEL FON,30.04.2026,"12,535811"
TZT,ZİRAAT PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU,30.04.2026,"0,153788"
TZV,ZİRAAT PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,30.04.2026,"845,465703"
UAB,ÜNLÜ PORTFÖY BONCUK SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"4,993842"
UAP,ÜNLÜ PORTFÖY ALTINCI SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"65,401344"
UCN,AK PORTFÖY FNM SERBEST ÖZEL FON,30.04.2026,"2,08738"
UCP,AK PORTFÖY ÜÇÜNCÜ PARA PİYASASI SERBEST (TL) FON,30.04.2026,"1,174843"
UFH,AZİMUT PORTFÖY EE SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"67,830117"
UHL,AZİMUT PORTFÖY ARUNA SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"68,120777"
UHS,ATLAS PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"5,521799"
ULH,ÜNLÜ PORTFÖY ONUNCU SERBEST FON,30.04.2026,"6,350352"
ULL,QNB PORTFÖY SEKİZİNCİ SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"65,760525"
UNT,İŞ PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON,30.04.2026,"1,387988"
UP1,ÜNLÜ PORTFÖY ALTIN FONU,30.04.2026,"6,127242"
UP2,ÜNLÜ PORTFÖY ONİKİNCİ SERBEST FON,30.04.2026,"3,734003"
UPD,ÜNLÜ PORTFÖY DÖRDÜNCÜ SERBEST (DÖVIZ) FON,30.04.2026,"20,466659"
UPH,ÜNLÜ PORTFÖY HİSSE SENEDİ (TL) FONU(HİSSE SENEDİ YOĞUN FON),30.04.2026,"30,948123"
UPP,ÜNLÜ PORTFÖY PARA PİYASASI (TL) FONU,30.04.2026,"6,24249"
UPS,ÜNLÜ PORTFÖY SESA SERBEST ÖZEL FON,30.04.2026,"4,645016"
URA,ATA PORTFÖY ENERJİ DEĞİŞKEN FON,30.04.2026,"1,940325"
URC,AK PORTFÖY ONUNCU SERBEST (DÖVİZ) FON,30.04.2026,"52,417215"
URD,ALBARAKA PORTFÖY ÜÇÜNCÜ KATILIM SERBEST (DÖVİZ-ABD DOLARI) FON,30.04.2026,"46,19777"
URG,AK PORTFÖY BİRİNCİ SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"70,583188"
URM,AK PORTFÖY ÖPY ALTINCI SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"46,376968"
URS,AK PORTFÖY ORKİDE SERBEST ÖZEL FON,30.04.2026,"3,59075"
URV,AK PORTFÖY GELİNCİK SERBEST ÖZEL FON,30.04.2026,"3,515998"
USS,AZİMUT PORTFÖY UNİCO SİGORTA SERBEST (TL) ÖZEL FON,30.04.2026,"3,394578"
UST,İŞ PORTFÖY ÜÇÜNCÜ SERBEST (TL) ÖZEL FON,30.04.2026,"3,717625"
USY,ÜNLÜ PORTFÖY DEĞER YATIRIMLARI SERBEST FON,30.04.2026,"0,237289"
UYH,ÜNLÜ PORTFÖY DOKUZUNCU SERBEST (TL) FON,30.04.2026,"4,517154"
UZY,ÜNLÜ PORTFÖY İKİNCİ İSTATİSTİKSEL ARBİTRAJ SERBEST FON,30.04.2026,"2,512504"
VAY,AK PORTFÖY DEĞER ODAKLI 100 ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,576335"
VCD,AZİMUT PORTFÖY İKİNCİ SERBEST FON,30.04.2026,"5,617122"
VCG,AZİMUT PORTFÖY DÖRDÜNCÜ SERBEST (TL) FON,30.04.2026,"5,083106"
VCY,AK PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇ TEKNOLOJİLERİ DEĞİŞKEN FON,30.04.2026,"3,287532"
VFK,ZİRAAT PORTFÖY İKİNCİ KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU,30.04.2026,"4,875989"
VFS,AZİMUT PORTFÖY AVF SERBEST ÖZEL FON,30.04.2026,"1,843406"
VK6,ZİRAAT PORTFÖY VAKIFBANK PARA PİYASASI (TL) FONU,30.04.2026,"3,682814"
VKI,ALBARAKA PORTFÖY VAKIF KATILIM İKİNCİ KISA VADELİ KATILIM SERBEST (TL) FON,30.04.2026,"2,771069"
VKT,ZİRAAT PORTFÖY VAKIFBANK KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,30.04.2026,"0,108507"
VMV,VEGA PORTFÖY MAVİ SERBEST FON,30.04.2026,"2,473511"
VNK,VEGA PORTFÖY ANKA SERBEST FON,30.04.2026,"2,33693"
VPP,VEGA PORTFÖY PARLA SERBEST (DÖVİZ) FON,30.04.2026,"48,436044"
VPS,VEGA PORTFÖY SALUR HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,439968"
VRK,DENİZ PORTFÖY ÇOKLU VARLIK KATILIM FONU,30.04.2026,"1,204788"
VTF,AZİMUT PORTFÖY VİTA SERBEST ÖZEL FON,30.04.2026,"2,139441"
YA1,YAPI KREDİ PORTFÖY BİRİNCİ SERBEST FON,30.04.2026,"1,263843"
YAC,YAPI KREDİ PORTFÖY İKİNCİ FON SEPETİ FONU,30.04.2026,"13,800931"
YAE,YAPI KREDİ PORTFÖY TLREF'E ENDEKSLİ BORÇLANMA ARAÇLARI (TL) FONU,30.04.2026,"1,061845"
YAK,YAPI KREDİ PORTFÖY KARMA FON,30.04.2026,"4,817389"
YAN,YAPI KREDİ PORTFÖY BİRİNCİ FON SEPETİ FONU,30.04.2026,"13,172316"
YAR,İŞ PORTFÖY RESAN DEĞİŞKEN ÖZEL FON,30.04.2026,"26,149282"
YAS,YAPI KREDİ PORTFÖY KOÇ HOLDİNG İŞTİRAK VE HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),30.04.2026,"15,033866"
YAY,YAPI KREDİ PORTFÖY YABANCI TEKNOLOJİ SEKTÖRÜ HİSSE SENEDİ FONU,30.04.2026,"1526,31836"
YBE,YAPI KREDİ PORTFÖY EUROBOND (DOLAR) BORÇLANMA ARAÇLARI FONU,30.04.2026,"1,691176"
YBH,YAPI KREDİ PORTFÖY 5-15 YIL VADELİ SERBEST (DÖVİZ) FON,30.04.2026,"49,31498"
YBJ,AKTİF PORTFÖY AYBÜKE SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"54,581127"
YBP,YAPI KREDİ PORTFÖY PY BİRİNCİ DEĞİŞKEN ÖZEL FON,30.04.2026,"11,557289"
YBR,İŞ PORTFÖY YİRMİBİRİNCİ SERBEST (DÖVİZ) FON,30.04.2026,"51,571617"
YBS,YAPI KREDİ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,30.04.2026,"0,129222"
